"gene","de_status","ctrl_1","ctrl_2","ctrl_3","trt_1","trt_2","trt_3"
"gene_602",FALSE,133,354,207,74,198,320
"gene_603",FALSE,27,31,51,29,42,19
"gene_604",FALSE,20,31,15,15,31,13
"gene_605",FALSE,23,28,14,12,25,6
"gene_606",FALSE,8,0,0,2,1,1
"gene_607",FALSE,14,6,15,11,0,0
"gene_608",FALSE,0,0,0,0,0,0
"gene_609",TRUE,6,3,10,2,5,0
"gene_610",FALSE,8,9,12,13,2,3
"gene_611",FALSE,5,0,3,0,2,0
"gene_612",FALSE,200,296,208,151,175,169
"gene_613",TRUE,6,2,7,0,11,1
"gene_614",TRUE,216,398,248,891,901,842
"gene_615",FALSE,77,30,36,20,32,34
"gene_616",FALSE,0,0,3,0,5,0
"gene_617",TRUE,89,55,38,255,312,89
"gene_618",FALSE,1360,1000,2307,1307,2109,2057
"gene_619",FALSE,4,7,9,19,9,8
"gene_620",FALSE,4,16,31,9,25,6
"gene_621",FALSE,99,66,60,95,56,139
"gene_622",FALSE,0,0,0,1,0,0
"gene_623",FALSE,0,1,0,4,9,23
"gene_624",FALSE,20,1,1,0,0,6
"gene_625",FALSE,1,6,13,5,6,0
"gene_626",FALSE,66,93,129,108,54,46
"gene_627",FALSE,5,3,1,5,1,0
"gene_628",FALSE,0,0,0,2,1,0
"gene_629",FALSE,17,5,0,17,8,4
"gene_630",FALSE,7,8,0,15,11,11
"gene_631",FALSE,0,0,0,0,0,0
"gene_632",FALSE,2,1,0,4,2,0
"gene_633",FALSE,0,0,0,1,0,0
"gene_634",FALSE,13,2,20,4,1,3
"gene_635",FALSE,14,4,2,0,2,0
"gene_636",FALSE,162,183,130,223,161,359
"gene_637",TRUE,1,0,0,0,0,1
"gene_638",TRUE,58,79,118,12,15,43
"gene_639",FALSE,30,36,18,16,25,11
"gene_640",FALSE,356,252,408,307,308,162
"gene_641",FALSE,0,1,1,4,1,2
"gene_642",FALSE,16,8,1,7,4,8
"gene_643",FALSE,61,45,42,40,49,72
"gene_644",FALSE,98,115,70,86,103,103
"gene_645",FALSE,49,11,34,24,10,40
"gene_646",FALSE,0,1,0,0,0,0
"gene_647",FALSE,0,3,2,0,4,4
"gene_648",TRUE,910,849,689,1504,2208,2234
"gene_649",FALSE,0,0,9,11,4,1
"gene_650",FALSE,2,0,0,0,2,2
"gene_651",FALSE,85,117,97,57,75,135
"gene_652",FALSE,0,7,2,0,0,0
"gene_653",FALSE,9,2,0,2,2,6
"gene_654",FALSE,3,3,8,1,12,21
"gene_655",FALSE,35,61,49,32,62,27
"gene_656",FALSE,91,97,224,170,181,142
"gene_657",FALSE,2,0,6,1,8,0
"gene_658",TRUE,5,4,15,3,1,1
"gene_659",TRUE,6,1,1,2,0,0
"gene_660",FALSE,5,15,9,48,8,12
"gene_661",FALSE,55,57,41,20,60,21
"gene_662",FALSE,15,3,0,1,2,7
"gene_663",FALSE,8,31,18,15,2,23
"gene_664",FALSE,89,90,46,65,73,76
"gene_665",TRUE,0,0,0,6,0,0
"gene_666",FALSE,46,37,49,36,78,39
"gene_667",FALSE,0,0,4,0,3,0
"gene_668",TRUE,47,108,74,74,187,134
"gene_669",FALSE,9,4,8,7,11,1
"gene_670",TRUE,1,9,7,0,17,0
"gene_671",FALSE,17,32,48,35,36,63
"gene_672",FALSE,8,25,3,3,7,4
"gene_673",FALSE,17,20,16,3,2,7
"gene_674",FALSE,1,12,1,0,1,6
"gene_675",TRUE,6,1,0,3,9,10
"gene_676",FALSE,0,3,2,0,0,0
"gene_677",FALSE,5,9,7,12,4,20
"gene_678",FALSE,9,13,0,9,34,4
"gene_679",FALSE,67,67,21,25,21,39
"gene_680",FALSE,0,0,0,0,0,0
"gene_681",FALSE,0,1,15,4,9,17
"gene_682",FALSE,20,37,38,18,40,15
"gene_683",FALSE,19,28,46,25,16,23
"gene_684",FALSE,5846,9089,9037,12582,5072,6983
"gene_685",FALSE,60,41,22,54,73,37
"gene_686",FALSE,18,13,14,5,8,5
"gene_687",FALSE,68,93,54,22,79,76
"gene_688",FALSE,9,13,23,8,12,14
"gene_689",FALSE,0,4,0,0,4,0
"gene_690",FALSE,0,0,0,0,0,0
"gene_691",FALSE,1,11,0,4,15,0
"gene_692",TRUE,12,0,32,4,8,4
"gene_693",FALSE,81,103,66,78,32,71
"gene_694",FALSE,121,100,92,84,117,165
"gene_695",FALSE,84,55,129,43,118,58
"gene_696",FALSE,0,0,0,0,3,2
"gene_697",FALSE,6,5,0,6,0,6
"gene_698",TRUE,773,483,557,186,90,112
"gene_699",FALSE,340,616,659,686,456,331
"gene_700",FALSE,0,0,0,0,0,0
"gene_701",FALSE,4,0,0,4,0,0
"gene_702",FALSE,99,172,147,210,243,124
"gene_703",FALSE,11,10,3,3,3,23
"gene_704",FALSE,0,1,2,0,1,2
"gene_705",FALSE,5,10,5,7,2,11
"gene_706",FALSE,2,3,0,0,0,4
"gene_707",FALSE,6,12,10,6,8,38
"gene_708",FALSE,7,5,7,2,7,4
"gene_709",FALSE,23,20,42,34,40,24
"gene_710",FALSE,44,61,76,30,40,32
"gene_711",FALSE,0,8,0,1,4,2
"gene_712",TRUE,2,1,3,0,6,0
"gene_713",FALSE,35,46,20,26,9,13
"gene_714",FALSE,27,34,37,26,34,34
"gene_715",FALSE,777,346,357,647,353,476
"gene_716",TRUE,1,2,4,33,45,39
"gene_717",FALSE,7,5,6,5,10,2
"gene_718",FALSE,352,835,793,875,570,361
"gene_719",TRUE,74,30,53,26,119,36
"gene_720",FALSE,23,27,30,25,25,20
"gene_721",FALSE,78,98,56,46,77,81
"gene_722",FALSE,0,0,0,0,0,3
"gene_723",TRUE,5,5,6,3,11,1
"gene_724",TRUE,7,5,4,40,36,44
"gene_725",FALSE,0,0,2,0,0,2
"gene_726",FALSE,61,161,159,89,68,94
"gene_727",FALSE,35,72,62,86,63,63
"gene_728",FALSE,96,99,204,77,97,153
"gene_729",FALSE,47,51,56,103,138,82
"gene_730",FALSE,6,2,7,6,0,8
"gene_731",FALSE,0,0,0,0,3,0
"gene_732",FALSE,87,146,105,65,92,92
"gene_733",FALSE,8,1,0,0,3,0
"gene_734",FALSE,15,26,8,18,37,36
"gene_735",TRUE,0,0,0,0,0,0
"gene_736",FALSE,2,5,0,12,4,7
"gene_737",FALSE,70,110,165,116,62,160
"gene_738",FALSE,34,15,58,8,16,18
"gene_739",FALSE,318,651,464,443,519,461
"gene_740",FALSE,3,0,0,1,0,0
"gene_741",TRUE,3,1,12,19,23,4
"gene_742",FALSE,0,0,0,1,0,0
"gene_743",FALSE,117,49,14,65,86,138
"gene_744",FALSE,4,2,0,2,0,9
"gene_745",FALSE,0,0,0,0,1,0
"gene_746",FALSE,18,26,9,19,9,34
"gene_747",FALSE,4,4,2,6,8,17
"gene_748",FALSE,5,3,2,7,2,3
"gene_749",FALSE,195,156,114,95,155,207
"gene_750",FALSE,22,10,1,2,0,12
"gene_751",FALSE,37,5,2,6,0,14
"gene_752",FALSE,59,31,78,42,53,37
"gene_753",FALSE,588,1037,1707,554,783,581
"gene_754",FALSE,4,20,7,4,45,7
"gene_755",TRUE,66,104,70,50,54,62
"gene_756",FALSE,7,2,0,3,0,9
"gene_757",FALSE,0,26,10,3,13,27
"gene_758",FALSE,0,30,14,22,15,18
"gene_759",FALSE,0,1,0,0,0,0
"gene_760",FALSE,3300,3219,1405,1722,982,1778
"gene_761",FALSE,0,0,0,0,0,1
"gene_762",TRUE,12,8,3,6,0,5
"gene_763",FALSE,0,0,0,0,0,0
"gene_764",TRUE,4,2,4,2,3,5
"gene_765",FALSE,0,0,1,0,0,0
"gene_766",FALSE,0,0,0,13,0,3
"gene_767",FALSE,13,0,0,3,6,0
"gene_768",FALSE,25,10,60,17,42,7
"gene_769",FALSE,0,0,0,0,0,0
"gene_770",FALSE,3,6,1,2,2,8
"gene_771",FALSE,4,5,2,0,5,6
"gene_772",FALSE,45,76,49,32,46,77
"gene_773",FALSE,1,5,8,3,3,4
"gene_774",FALSE,11,5,11,6,1,8
"gene_775",TRUE,10,6,5,11,0,8
"gene_776",FALSE,124,59,49,73,69,31
"gene_777",FALSE,0,0,7,0,2,13
"gene_778",FALSE,8,0,0,8,0,4
"gene_779",TRUE,67,16,58,19,10,17
"gene_780",FALSE,94,40,68,108,69,59
"gene_781",FALSE,26,7,15,38,6,5
"gene_782",TRUE,173,210,335,105,134,143
"gene_783",TRUE,13,1,7,4,0,0
"gene_784",FALSE,11,5,4,1,5,2
"gene_785",FALSE,7,21,44,14,7,20
"gene_786",FALSE,0,0,12,6,0,0
"gene_787",FALSE,1,1,0,0,0,0
"gene_788",TRUE,16,8,9,115,27,13
"gene_789",FALSE,25,25,29,29,52,33
"gene_790",FALSE,2,9,3,2,5,10
"gene_791",TRUE,42,20,39,95,151,207
"gene_792",FALSE,0,0,0,8,1,4
"gene_793",FALSE,544,447,364,443,512,391
"gene_794",FALSE,38,28,30,38,21,22
"gene_795",FALSE,0,4,6,0,12,0
"gene_796",FALSE,14999,16926,5522,11413,13931,8355
"gene_797",FALSE,112,111,168,100,154,81
"gene_798",FALSE,178,152,155,218,124,163
"gene_799",FALSE,12,2,5,0,4,0
"gene_800",FALSE,297,109,111,202,112,254
"gene_801",FALSE,10,3,14,1,14,10
"gene_802",FALSE,1,4,3,9,8,4
"gene_803",FALSE,122,119,88,160,154,90
"gene_804",FALSE,1,4,5,9,12,3
"gene_805",FALSE,0,0,0,0,0,0
"gene_806",FALSE,202,152,251,135,105,141
"gene_807",FALSE,0,0,0,0,0,0
"gene_808",FALSE,7,3,3,2,0,2
"gene_809",FALSE,10,10,4,19,25,22
"gene_810",FALSE,315,358,187,452,255,130
"gene_811",FALSE,2,23,6,0,1,1
"gene_812",FALSE,112,102,81,87,137,70
"gene_813",FALSE,3,2,4,9,5,17
"gene_814",FALSE,0,0,0,0,0,0
"gene_815",FALSE,8,9,10,21,30,23
"gene_816",FALSE,4,21,14,19,3,6
"gene_817",FALSE,37,33,27,23,22,36
"gene_818",FALSE,0,6,0,0,0,4
"gene_819",FALSE,0,0,1,4,12,8
"gene_820",FALSE,17,14,3,14,12,1
"gene_821",FALSE,6,1,3,13,1,10
"gene_822",FALSE,8,2,7,5,0,2
"gene_823",FALSE,7,11,7,8,15,30
"gene_824",FALSE,31,31,15,40,49,54
"gene_825",FALSE,3,4,0,3,1,5
"gene_826",FALSE,200,135,176,125,219,142
"gene_827",FALSE,0,25,10,1,4,8
"gene_828",FALSE,3,11,10,9,3,11
"gene_829",FALSE,0,1,1,1,0,0
"gene_830",FALSE,0,4,0,0,2,2
"gene_831",FALSE,22,10,9,15,43,17
"gene_832",FALSE,4,0,2,0,0,0
"gene_833",FALSE,4,5,3,22,14,6
"gene_834",FALSE,62,74,52,43,32,67
"gene_835",FALSE,2,6,4,1,0,2
"gene_836",FALSE,26,41,12,33,43,28
"gene_837",FALSE,1,4,10,3,4,2
"gene_838",FALSE,0,3,0,5,0,0
"gene_839",FALSE,178,233,125,247,153,151
"gene_840",TRUE,2,3,4,0,3,0
"gene_841",TRUE,0,0,6,0,0,0
"gene_842",FALSE,1392,1706,2233,1887,674,1221
"gene_843",FALSE,1845,1281,1469,1764,1788,1996
"gene_844",FALSE,0,0,0,3,0,0
"gene_845",FALSE,100,57,120,100,60,101
"gene_846",FALSE,338,245,307,519,463,442
"gene_847",TRUE,85,128,153,805,455,493
"gene_848",TRUE,38,11,31,24,198,154
"gene_849",FALSE,1869,3014,2154,2165,3040,2194
"gene_850",FALSE,0,0,0,10,10,0
"gene_851",FALSE,15,49,25,24,26,19
"gene_852",FALSE,0,0,26,28,8,23
"gene_853",FALSE,531,452,587,698,499,420
"gene_854",FALSE,2,4,1,0,9,0
"gene_855",FALSE,0,0,0,0,0,0
"gene_856",FALSE,10,46,26,23,47,23
"gene_857",FALSE,462,701,183,356,367,317
"gene_858",FALSE,5,0,4,2,7,0
"gene_859",FALSE,6,6,3,4,8,9
"gene_860",FALSE,0,1,3,7,0,7
"gene_861",FALSE,13,0,0,2,0,0
"gene_862",FALSE,0,0,0,0,1,0
"gene_863",FALSE,2,3,0,10,2,1
"gene_864",FALSE,16,13,18,7,15,23
"gene_865",FALSE,41,49,37,16,36,48
"gene_866",FALSE,1,6,4,1,10,13
"gene_867",FALSE,160,137,111,103,108,137
"gene_868",FALSE,4,7,4,8,9,3
"gene_869",FALSE,0,3,2,1,4,3
"gene_870",FALSE,14,16,4,17,29,3
"gene_871",FALSE,104,162,117,122,116,141
"gene_872",FALSE,51,31,32,60,74,26
"gene_873",FALSE,2,5,1,8,7,2
"gene_874",FALSE,13,0,1,0,1,1
"gene_875",FALSE,563,594,285,365,557,738
"gene_876",FALSE,488,1495,1284,777,1196,1051
"gene_877",TRUE,0,0,0,0,0,0
"gene_878",FALSE,18,15,21,40,8,9
"gene_879",FALSE,12,6,21,5,2,21
"gene_880",FALSE,0,0,2,1,0,2
"gene_881",FALSE,53,76,48,13,121,100
"gene_882",FALSE,0,0,0,0,0,0
"gene_883",FALSE,8,6,1,6,9,5
"gene_884",FALSE,13,10,12,39,7,24
"gene_885",FALSE,55,99,79,52,49,38
"gene_886",FALSE,18,18,43,31,23,67
"gene_887",FALSE,38,89,56,9,7,16
"gene_888",FALSE,334,293,272,367,312,156
"gene_889",FALSE,56,30,22,56,80,19
"gene_890",FALSE,99,104,126,68,75,109
"gene_891",FALSE,4,0,2,4,7,1
"gene_892",FALSE,251,394,256,218,212,235
"gene_893",FALSE,1,2,0,0,0,1
"gene_894",FALSE,2,0,0,6,0,0
"gene_895",FALSE,122,60,70,92,100,40
"gene_896",FALSE,0,0,0,0,0,3
"gene_897",FALSE,8,26,9,18,6,10
"gene_898",FALSE,1991,1275,2260,1863,2589,1157
"gene_899",FALSE,303,77,123,244,174,306
"gene_900",FALSE,7,18,6,8,10,20
"gene_901",FALSE,59,29,11,23,51,11
"gene_902",FALSE,4,7,2,5,2,12
"gene_903",FALSE,0,0,0,0,0,0
"gene_904",FALSE,15,16,18,12,14,25
"gene_905",FALSE,120,161,128,120,93,73
"gene_906",FALSE,17,21,0,7,14,7
"gene_907",FALSE,7,14,0,0,2,6
"gene_908",FALSE,13,1,2,0,9,7
"gene_909",FALSE,19,2,11,17,7,21
"gene_910",FALSE,897,756,928,844,1279,405
"gene_911",FALSE,8,9,3,17,4,2
"gene_912",FALSE,2,0,13,10,19,1
"gene_913",FALSE,0,1,0,0,1,0
"gene_914",FALSE,46,40,96,36,89,72
"gene_915",FALSE,3,6,9,5,5,11
"gene_916",FALSE,1,0,0,9,3,0
"gene_917",FALSE,46,33,37,52,40,38
"gene_918",FALSE,24,14,20,16,17,32
"gene_919",FALSE,13,13,1,2,16,14
"gene_920",FALSE,25,26,39,29,50,19
"gene_921",FALSE,9,16,16,10,12,6
"gene_922",TRUE,49,34,33,42,17,30
"gene_923",FALSE,53,110,121,159,103,34
"gene_924",FALSE,9,8,5,11,17,22
"gene_925",FALSE,0,0,0,2,0,4
"gene_926",FALSE,4,15,0,0,5,7
"gene_927",FALSE,1,0,0,0,0,0
"gene_928",TRUE,64,121,51,28,18,16
"gene_929",FALSE,70,83,123,79,136,106
"gene_930",FALSE,629,368,577,278,411,254
"gene_931",FALSE,3,3,4,6,5,1
"gene_932",FALSE,114,130,101,191,110,198
"gene_933",FALSE,0,3,6,0,0,0
"gene_934",FALSE,45,95,76,67,73,63
"gene_935",FALSE,1798,1334,944,1640,1995,1483
"gene_936",FALSE,32,18,13,28,19,16
"gene_937",FALSE,183,197,184,384,180,185
"gene_938",FALSE,2,26,13,26,26,12
"gene_939",FALSE,2,0,0,0,0,4
"gene_940",FALSE,0,2,2,1,0,0
"gene_941",FALSE,0,3,0,9,0,0
"gene_942",FALSE,139,271,290,182,276,248
"gene_943",FALSE,0,0,0,0,1,0
"gene_944",FALSE,1,8,10,10,1,12
"gene_945",FALSE,9,48,16,23,42,45
"gene_946",FALSE,191,231,187,172,140,194
"gene_947",FALSE,4,15,31,14,1,8
"gene_948",TRUE,21,41,20,169,81,112
"gene_949",TRUE,0,3,0,37,0,0
"gene_950",FALSE,60,61,34,38,84,12
"gene_951",FALSE,657,415,784,484,529,625
"gene_952",FALSE,216,569,281,283,261,304
"gene_953",FALSE,0,0,0,0,0,0
"gene_954",FALSE,46,14,16,61,55,32
"gene_955",FALSE,1,0,0,0,0,1
"gene_956",FALSE,0,0,0,0,0,0
"gene_957",FALSE,46,19,28,30,21,26
"gene_958",TRUE,0,2,5,16,57,3
"gene_959",FALSE,7,11,10,9,23,20
"gene_960",FALSE,41,128,128,171,143,34
"gene_961",FALSE,197,205,235,144,140,80
"gene_962",FALSE,3,2,1,0,0,0
"gene_963",FALSE,86,39,65,72,24,72
"gene_964",FALSE,0,0,0,0,0,0
"gene_965",FALSE,0,2,14,1,6,0
"gene_966",FALSE,8,3,5,1,11,3
"gene_967",FALSE,9,0,7,3,3,2
"gene_968",FALSE,53,9,27,13,34,19
"gene_969",FALSE,0,0,0,0,0,0
"gene_970",FALSE,0,0,0,0,0,0
"gene_971",FALSE,106,123,118,40,144,171
"gene_972",FALSE,0,1,2,4,3,0
"gene_973",TRUE,4,0,2,0,0,0
"gene_974",FALSE,31,0,5,2,3,3
"gene_975",FALSE,9,46,53,28,33,57
"gene_976",FALSE,9,38,62,16,10,5
"gene_977",FALSE,32,12,26,7,11,21
"gene_978",FALSE,246,117,100,162,97,238
"gene_979",FALSE,0,2,2,1,0,0
"gene_980",FALSE,1,0,0,0,0,0
"gene_981",FALSE,0,0,0,0,0,0
"gene_982",FALSE,20,8,12,37,10,9
"gene_983",FALSE,6,0,1,3,4,5
"gene_984",FALSE,0,0,0,0,0,0
"gene_985",FALSE,0,0,0,0,0,1
"gene_986",TRUE,32,32,11,27,90,63
"gene_987",FALSE,5,5,11,8,6,7
"gene_988",FALSE,0,3,0,0,0,0
"gene_989",FALSE,6,0,3,0,2,0
"gene_990",FALSE,4,5,12,4,7,4
"gene_991",TRUE,7,1,10,16,0,0
"gene_992",FALSE,71,83,60,39,56,76
"gene_993",FALSE,6,9,3,4,2,7
"gene_994",FALSE,0,0,0,0,5,1
"gene_995",FALSE,41,32,19,44,7,69
"gene_996",FALSE,111,73,144,127,140,103
"gene_997",FALSE,0,0,0,0,0,0
"gene_998",FALSE,0,4,1,0,13,2
"gene_999",FALSE,0,0,0,0,0,0
"gene_1000",FALSE,25,41,104,39,67,73
